Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Press (Machine),1,240.0,6.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Press (Machine),2,235.0,5.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Press (Machine),3,210.0,7.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Curl (Machine),1,115.0,7.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Curl (Machine),2,100.0,11.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Seated Leg Curl (Machine),3,100.0,6.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Leg Extension (Machine),1,195.0,10.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Leg Extension (Machine),2,195.0,6.0
2024-12-12 20:21:27,Evening Workout,2h 32m,Leg Extension (Machine),3,185.00000000000003,6.0
2024-12-17 22:05:10,Evening Workout,25m,Squat (Barbell),1,225.0,3.0
2024-12-17 22:05:10,Evening Workout,25m,Squat (Barbell),2,205.0,3.0
2024-12-17 22:05:10,Evening Workout,25m,Squat (Barbell),3,185.00000000000003,5.0
2024-12-18 17:27:42,Afternoon Workout,71h 52m,Bench Press (Barbell),1,155.0,5.0
2024-12-18 17:27:42,Afternoon Workout,71h 52m,Bench Press (Barbell),2,145.0,7.0
2024-12-21 17:20:46,Afternoon Workout,9m,Squat (Barbell),1,225.0,4.0
2024-12-21 17:20:46,Afternoon Workout,9m,Squat (Barbell),2,205.0,4.0
2024-12-26 19:01:45,Evening Workout,53m,Bench Press (Barbell),1,155.0,7.0
2024-12-26 19:01:45,Evening Workout,53m,Bench Press (Barbell),2,145.0,8.0
2024-12-26 19:01:45,Evening Workout,53m,Incline Bench Press (Dumbbell),1,50.0,6.0
